Name,Team,Role,Batting Style,Bowling Style
Jackson Bird,Australia,Bowler,Right hand Bat,Right arm Fast medium
Jackson Coleman,Australia,Bowler,Right hand Bat,Left arm Fast medium
Jacob Bethell,England,Batting Allrounder,Left hand Bat,Slow Left arm Orthodox
Jacob Duffy,New Zealand,Bowler,Right hand Bat,Right arm Fast medium
Jacob Mulder,Ireland,Bowler,Right hand Bat,Legbreak
Jacob Oram,New Zealand,Allrounder,Left hand Bat,Right arm Fast medium
Jacques Kallis,South Africa,Allrounder,Right hand Bat,Right arm Fast medium
Jacques Rudolph,South Africa,Top order Batter,Left hand Bat,Legbreak Googly
Jacques Snyman,South Africa,Batting Allrounder,Right hand Bat,Right arm Offbreak
Jade de Klerk,South Africa,Bowler,Right hand Bat,Slow Left arm Orthodox
Jade Dernbach,England,Bowler,Right hand Bat,Right arm Fast medium
Jaden Carmichael,West Indies,Bowler,Right hand Bat,Slow Left arm Orthodox
Jahanara Alam,Bangladesh,Bowler,Right hand Bat,Right arm Medium
Jahmar Hamilton,West Indies,Wicketkeeper Batter,Right hand Bat,
Jahurul Islam,Bangladesh,Middle order Batter,Right hand Bat,Right arm Offbreak
Jake Ball,England,Bowler,Right hand Bat,Right arm Fast medium
Jake Carder,Australia,Middle order Batter,Left hand Bat,Right arm Medium
Jake Doran,Australia,Wicketkeeper,Left hand Bat,Left arm Medium
Jake Fraser-McGurk,Australia,Batter,Right hand Bat,Legbreak Googly
Jaker Ali,Bangladesh,Batter,Right hand Bat,
Jakob Bhula,New Zealand,Batter,Right hand Bat,Right arm Offbreak
James Anderson,England,Bowler,Left hand Bat,Right arm Fast medium
James Bazley,Australia,Allrounder,Right hand Bat,Right arm Fast medium
James Benning,England,Allrounder,Right hand Bat,Right arm Medium
James Bracey,England,Wicketkeeper Batter,Left hand Bat,Right arm Medium
James Coles,England,Allrounder,Right hand Bat,Slow Left arm Orthodox
James Faulkner,Australia,Bowling Allrounder,Right hand Bat,Left arm Fast medium
James Foster,England,Wicketkeeper Batter,Right hand Bat,
James Franklin,New Zealand,Allrounder,Left hand Bat,Left arm Medium
James Hall,Ireland,Opening Batter,Right hand Bat,Right arm Offbreak
James Harris,England,Bowling Allrounder,Right hand Bat,Right arm Medium fast
James Hildreth,England,Middle order Batter,Right hand Bat,Right arm Medium fast
James Hopes,Australia,Allrounder,Right hand Bat,Right arm Medium
James Kirtley,England,Bowler,Right hand Bat,Right arm Fast medium
James Marshall,New Zealand,Batter,Right hand Bat,Right arm Medium
James McCollum,Ireland,Opening Batter,Right hand Bat,Right arm Medium
James Muirhead,Australia,Bowler,Right hand Bat,Legbreak
James Neesham,New Zealand,Batting Allrounder,Left hand Bat,Right arm Medium fast
James Pattinson,Australia,Bowler,Left hand Bat,Right arm Fast medium
James Rew,England,Wicketkeeper Batter,Left hand Bat,
James Shannon,Ireland,Middle order Batter,Right hand Bat,Right arm Offbreak
James Smith,Australia,Bowler,Right hand Bat,Right arm Offbreak
James Taylor,England,Bowler,Right hand Bat,Right arm Fast medium
James Taylor,England,Middle order Batter,Right hand Bat,Legbreak
James Tredwell,England,Allrounder,Left hand Bat,Right arm Offbreak
James Vince,England,Batter,Right hand Bat,Right arm Medium
Jamie Dalrymple,England,Allrounder,Right hand Bat,Right arm Offbreak
Jamie How,New Zealand,Top order Batter,Right hand Bat,"Right arm Medium, Right arm Offbreak"
Jamie Overton,England,Bowling Allrounder,Right hand Bat,Right arm Fast
Jamie Smith,England,Middle order Batter,Right hand Bat,
Jamshid Khan,Afghanistan,Allrounder,Right hand Bat,Right arm Offbreak
Janak Gamage,Sri Lanka,Bowler,Right hand Bat,Right arm Fast medium
Jane Maguire,Ireland,Bowler,Right hand Bat,Right arm Medium
Janith Liyanage,Sri Lanka,Batting Allrounder,Right hand Bat,Right arm Fast medium
Janneman Malan,South Africa,Top order Batter,Right hand Bat,Legbreak
Jannillea Glasgow,West Indies,Bowler,Left hand Bat,Right arm Fast medium
Jared Warner,England,Bowler,Right hand Bat,Right arm Fast medium
Jarred Jardine,South Africa,Bowler,Left hand Bat,Left arm Medium
Jarrod Freeman,Australia,Batter,Right hand Bat,Right arm Offbreak
Jason Behrendorff,Australia,Bowler,Right hand Bat,Left arm Fast medium
Jason Gallian,England,Top order Batter,Right hand Bat,Right arm Medium
Jason Gillespie,Australia,Bowler,Right hand Bat,Right arm Fast
Jason Holder,West Indies,Bowling Allrounder,Right hand Bat,Right arm Medium fast
Jason Krejza,Australia,Bowler,Right hand Bat,Right arm Offbreak
Jason Mohammed,West Indies,Middle order Batter,Right hand Bat,Right arm Offbreak
Jason Niemand,South Africa,Allrounder,Right hand Bat,Right arm Offbreak
Jason Ralston,Australia,Allrounder,Right hand Bat,Right arm Medium fast
Jason Roy,England,Opening Batter,Right hand Bat,
Jason Sangha,Australia,Batter,Right hand Bat,Legbreak
Jason Smith,South Africa,Top order Batter,Right hand Bat,Right arm Medium fast
Jasprit Bumrah,India,Bowler,Right hand Bat,Right arm Fast
Javed Ahmadi,Afghanistan,Top order Batter,Right hand Bat,Right arm Offbreak
Javed Miandad,Pakistan,Batter,Right hand Bat,Legbreak Googly
Javed Omar,Bangladesh,Opening Batter,Right hand Bat,Legbreak
Javed Qadeer,Pakistan,Wicketkeeper Batter,Right hand Bat,
Javeria Khan,Pakistan,Top order Batter,Right hand Bat,Right arm Offbreak
Javon Searles,West Indies,Bowling Allrounder,Right hand Bat,Right arm Fast medium
Jayant Yadav,India,Bowler,Right hand Bat,Right arm Offbreak
Jayantha Silva,Sri Lanka,Bowler,Right hand Bat,Slow Left arm Orthodox
Jayden Schadendorf,Zimbabwe,Allrounder,Right hand Bat,Right arm Medium
Jayden Seales,West Indies,Bowler,Left hand Bat,Right arm Fast medium
Jaydev Unadkat,India,Bowler,Right hand Bat,Left arm Medium
Jean du Plessis,South Africa,Middle order Batter,Right hand Bat,Right arm Medium
Jean-Paul Duminy,South Africa,Batting Allrounder,Left hand Bat,Right arm Offbreak
Jeavor Royal,West Indies,Bowler,Right hand Bat,Slow Left arm Orthodox
Jeet Raval,New Zealand,Opening Batter,Left hand Bat,Legbreak
Jeetan Patel,New Zealand,Bowler,Right hand Bat,Right arm Offbreak
Jeevan Mendis,Sri Lanka,Allrounder,Left hand Bat,Legbreak
Jeevantha Kulatunga,Sri Lanka,Allrounder,Right hand Bat,Right arm Medium
Jeewaka Sashin,Sri Lanka,Top order Batter,Right hand Bat,Right arm Offbreak
Jeff Crowe,New Zealand,Middle order Batter,Right hand Bat,Right arm Bowler
Jeff Dujon,West Indies,Wicketkeeper Batter,Right hand Bat,Right arm Medium
Jeff Thomson,Australia,Bowler,Right hand Bat,Right arm Fast
Jeffrey Vandersay,Sri Lanka,Bowler,Right hand Bat,Legbreak
Jehan Daniel,Sri Lanka,Middle order Batter,Right hand Bat,Right arm Medium fast
Jehan Mubarak,Sri Lanka,Allrounder,Left hand Bat,Right arm Offbreak
Jemimah Rodrigues,India,Middle order Batter,Right hand Bat,Right arm Offbreak
Jenny Gunn,England,Allrounder,Right hand Bat,Right arm Medium fast
Jeremy Coney,New Zealand,Batting Allrounder,Right hand Bat,Right arm Medium
Jeremy Snape,England,Bowler,Right hand Bat,Right arm Offbreak
Jeremy Solozano,West Indies,Opening Batter,Left hand Bat,
Jermaine Blackwood,West Indies,Middle order Batter,Right hand Bat,Right arm Offbreak
Jermaine Lawson,West Indies,Bowler,Right hand Bat,Right arm Fast medium
Jerome Bossr,South Africa,Wicketkeeper,Left hand Bat,Left arm Medium
Jerome Taylor,West Indies,Bowler,Right hand Bat,Right arm Fast
Jeson Perera,Sri Lanka,Top order Batter,Left hand Bat,Left arm Medium fast
Jess Duffin,Australia,Batter,Right hand Bat,Legbreak Googly
Jess Jonassen,Australia,Bowler,Left hand Bat,Slow Left arm Orthodox
Jess Kerr,New Zealand,Bowler,Right hand Bat,Right arm Medium
Jess Watkin,New Zealand,Batting Allrounder,Right hand Bat,Right arm Offbreak
Jesse Ryder,New Zealand,Allrounder,Left hand Bat,Right arm Medium
Jessica McFadyen,New Zealand,Wicketkeeper,Right hand Bat,
Jhulan Goswami,India,Bowler,Right hand Bat,Right arm Fast medium
Jhye Richardson,Australia,Bowler,Right hand Bat,Right arm Fast
Jim Parks,England,Wicketkeeper Batter,Right hand Bat,Legbreak
Jim Troughton,England,Top order Batter,Left hand Bat,Slow Left arm Orthodox
Jimmy Adams,West Indies,Allrounder,Left hand Bat,Slow Left arm Orthodox
Jimmy Adams,England,Opening Batter,Left hand Bat,Left arm Medium
Jimmy Maher,Australia,Opening Batter,Left hand Bat,Right arm Medium
Jimmy Peirson,Australia,Wicketkeeper,Right hand Bat,
Jishan Alam,Bangladesh,Batting Allrounder,Right hand Bat,Right arm Offbreak
Jiveshan Pillay,South Africa,Opening Batter,Left hand Bat,
JJ Smuts,South Africa,Batting Allrounder,Right hand Bat,Slow Left arm Orthodox
Jodie Fields,Australia,Wicketkeeper,Right hand Bat,
Joe Burns,Australia,Batter,Right hand Bat,"Right arm Medium, Right arm Offbreak"
Joe Carter,New Zealand,Top order Batter,Right hand Bat,
Joe Clarke,England,Top order Batter,Right hand Bat,
Joe Denly,England,Top order Batter,Right hand Bat,Legbreak
Joe Mennie,Australia,Bowler,Right hand Bat,Right arm Fast medium
Joe Root,England,Top order Batter,Right hand Bat,"Right arm Offbreak, Legbreak"
Joe Solomon,West Indies,Middle order Batter,Right hand Bat,Legbreak
Joe Weatherley,England,Batter,Right hand Bat,Right arm Offbreak
Joel Davies,Australia,Bowler,Left hand Bat,Slow Left arm Orthodox
Joel Garner,West Indies,Bowler,Right hand Bat,Right arm Fast
Joel Paris,Australia,Bowler,Left hand Bat,Left arm Fast medium
Jofra Archer,England,Bowler,Right hand Bat,Right arm Fast
Joginder Sharma,India,Allrounder,Right hand Bat,Right arm Fast medium
Johan Botha,South Africa,Allrounder,Right hand Bat,Right arm Offbreak
Johan van der Wath,South Africa,Allrounder,Right hand Bat,Right arm Medium fast
Johann Louw,South Africa,Bowler,Right hand Bat,Right arm Medium fast
Johann Myburgh,South Africa,Opening Batter,Right hand Bat,Right arm Offbreak
John Anderson,Ireland,Batter,Right hand Bat,Right arm Offbreak
John Bracewell,New Zealand,Bowling Allrounder,Right hand Bat,Right arm Offbreak
John Campbell,West Indies,Opening Batter,Left hand Bat,Right arm Offbreak
John Crawley,England,Top order Batter,Right hand Bat,Right arm Medium
John Dyson,Australia,Opening Batter,Right hand Bat,
John Edrich,England,Opening Batter,Left hand Bat,Right arm Medium
John Emburey,England,Bowler,Right hand Bat,Right arm Offbreak
John Gleeson,Australia,Bowler,Right hand Bat,Legbreak Googly
John Hastings,Australia,Allrounder,Right hand Bat,Right arm Fast medium
John Lever,England,Bowler,Right hand Bat,Left arm Fast medium
John Mooney,Ireland,Allrounder,Left hand Bat,Right arm Medium
John Morrison,New Zealand,Middle order Batter,Right hand Bat,Slow Left arm Orthodox
John Nyumbu,Zimbabwe,Bowler,Right hand Bat,Right arm Offbreak
John Parker,New Zealand,Top order Batter,Right hand Bat,Legbreak Googly
John Reedman,Australia,Allrounder,Right hand Bat,Right arm Medium
John Reid,New Zealand,Middle order Batter,Left hand Bat,Legbreak
John Rennie,Zimbabwe,Bowler,Right hand Bat,Right arm Medium fast
John Sadler,England,Top order Batter,Left hand Bat,Legbreak Googly
John Simpson,England,Wicketkeeper Batter,Left hand Bat,
John Snow,England,Bowler,Right hand Bat,Right arm Fast medium
John Traicos,Zimbabwe,Bowler,Right hand Bat,Right arm Offbreak
John Waite,South Africa,Wicketkeeper Batter,Right hand Bat,
John Wright,New Zealand,Opening Batter,Left hand Bat,Right arm Medium
Johnson Charles,West Indies,Wicketkeeper Batter,Right hand Bat,
Jomel Warrican,West Indies,Bowler,Right hand Bat,Slow Left arm Orthodox
Jon Holland,Australia,Bowler,Right hand Bat,Slow Left arm Orthodox
Jon Lewis,England,Bowler,Right hand Bat,Right arm Medium
Jonathan Bird,South Africa,Opening Batter,Left hand Bat,Left arm Wrist spin
Jonathan Carter,West Indies,Batting Allrounder,Left hand Bat,Right arm Medium
Jonathan Connolly,Zimbabwe,Bowler,Right hand Bat,Right arm Medium
Jonathan Drakes,West Indies,Middle order Batter,Right hand Bat,
Jonathan Garth,Ireland,Bowler,Right hand Bat,Legbreak Googly
Jonathan Merlo,Australia,Allrounder,Right hand Bat,Right arm Medium fast
Jonathan Tattersall,England,Wicketkeeper Batter,Right hand Bat,Legbreak
Jonathan Trott,England,Top order Batter,Right hand Bat,Right arm Medium
Jonathan Vandiar,South Africa,Batter,Left hand Bat,Legbreak
Jonny Bairstow,England,Wicketkeeper Batter,Right hand Bat,Right arm Medium
Jonty Rhodes,South Africa,Middle order Batter,Right hand Bat,Right arm Medium
Jordan Cox,England,Wicketkeeper Batter,Right hand Bat,
Josh Baker,England,Bowling Allrounder,Right hand Bat,Slow Left arm Orthodox
Josh Cobb,England,Batting Allrounder,Right hand Bat,Right arm Offbreak
Josh Hazlewood,Australia,Bowler,Left hand Bat,Right arm Fast medium
Josh Inglis,Australia,Wicketkeeper Batter,Right hand Bat,
Josh Kann,Australia,Allrounder,Right hand Bat,Right arm Fast
Josh Little,Ireland,Bowler,Right hand Bat,Left arm Fast medium
Josh Philippe,Australia,Wicketkeeper Batter,Right hand Bat,
Josh Shaw,England,Bowler,Right hand Bat,Right arm Medium fast
Josh Tongue,England,Bowler,Right hand Bat,Right arm Fast medium
Joshua Bishop,West Indies,Bowler,Right hand Bat,Slow Left arm Orthodox
Joshua Da Silva,West Indies,Wicketkeeper Batter,Right hand Bat,
Joshua James,West Indies,Bowler,Right hand Bat,Right arm Medium
Joshua Richards,South Africa,Top order Batter,Right hand Bat,Legbreak
Joylord Gumbie,Zimbabwe,Wicketkeeper Batter,Right hand Bat,
Jubair Hossain,Bangladesh,Bowler,Right hand Bat,Legbreak
Junaid Khan,Pakistan,Bowler,Right hand Bat,Left arm Fast
Junaid Siddique,Bangladesh,Top order Batter,Left hand Bat,Right arm Offbreak
Junie Mitchum,West Indies,Batter,Right hand Bat,Right arm Offbreak
Junior Dala,South Africa,Bowler,Right hand Bat,Right arm Medium
Junior Murray,West Indies,Wicketkeeper Batter,Right hand Bat,
Justin Greaves,West Indies,Allrounder,Right hand Bat,Right arm Medium
Justin Kemp,South Africa,Bowling Allrounder,Right hand Bat,Right arm Fast medium
Justin Langer,Australia,Opening Batter,Left hand Bat,Right arm Medium
Justin Ontong,South Africa,Allrounder,Right hand Bat,Right arm Offbreak
Kabir Ali,England,Bowler,Right hand Bat,Right arm Medium fast
Kade Harvey,Australia,Allrounder,Right hand Bat,Right arm Medium
Kaden Solomons,South Africa,Wicketkeeper Batter,Right hand Bat,
Kagiso Rabada,South Africa,Bowler,Left hand Bat,Right arm Fast
Kainat Imtiaz,Pakistan,Bowler,Right hand Bat,Right arm Medium fast
Kalana Perera,Sri Lanka,Bowler,Left hand Bat,Left arm Medium fast
Kalhara Senarathne,Sri Lanka,Bowler,Left hand Bat,Right arm Offbreak
Kamil Mishara,Sri Lanka,Opening Batter,Left hand Bat,Right arm Offbreak
Kamindu Mendis,Sri Lanka,Allrounder,Left hand Bat,"Right arm Offbreak, Slow Left arm Orthodox"
Kamlesh Nagarkoti,India,Bowler,Right hand Bat,Right arm Fast
Kamran Akmal,Pakistan,Wicketkeeper Batter,Right hand Bat,
Kamran Ghulam,Pakistan,Allrounder,Right hand Bat,Slow Left arm Orthodox
Kamran Hussain,Pakistan,Allrounder,Right hand Bat,Left arm Fast medium
Kamrul Islam,Bangladesh,Bowler,Right hand Bat,Right arm Medium fast
Kanchana Gunawardene,Sri Lanka,Opening Batter,Left hand Bat,Right arm Offbreak
Kane Richardson,Australia,Bowler,Right hand Bat,Right arm Fast medium
Kane Williamson,New Zealand,Top order Batter,Right hand Bat,Right arm Offbreak
Kanishk Seth,India,Allrounder,Right hand Bat,Left arm Medium
Kapil Dev,India,Bowling Allrounder,Right hand Bat,Right arm Fast medium
Kapila Wijegunawardene,Sri Lanka,Bowler,Right hand Bat,Right arm Fast medium
Karim Janat,Afghanistan,Bowling Allrounder,Right hand Bat,Right arm Medium
Karim Sadiq,Afghanistan,Opening Batter,Right hand Bat,Right arm Offbreak
Karishma Ramharack,West Indies,Bowler,Left hand Bat,Right arm Offbreak
Karn Sharma,India,Bowler,Left hand Bat,Legbreak Googly
Karsan Ghavri,India,Allrounder,Left hand Bat,Left arm Medium
Kartik Tyagi,India,Bowler,Right hand Bat,Right arm Fast
Karun Nair,India,Top order Batter,Right hand Bat,Right arm Offbreak
Kasey Aldridge,England,Bowling Allrounder,Right hand Bat,Right arm Fast medium
Kasun Rajitha,Sri Lanka,Bowler,Right hand Bat,Right arm Medium fast
Kasun Randika,Sri Lanka,Wicketkeeper,Right hand Bat,
Kate Ebrahim,New Zealand,Bowler,Right hand Bat,Right arm Medium
Katene Clarke,New Zealand,Batter,Right hand Bat,Right arm Medium fast
Katey Martin,New Zealand,Wicketkeeper Batter,Right hand Bat,
Katherine Sciver-Brunt,England,Bowling Allrounder,Right hand Bat,Right arm Medium fast
Katie George,England,Bowler,Right hand Bat,Left arm Medium
Katie Perkins,New Zealand,Middle order Batter,Right hand Bat,Right arm Medium
Kaushal Lokuarachchi,Sri Lanka,Bowling Allrounder,Right hand Bat,Legbreak
Kaushal Silva,Sri Lanka,Wicketkeeper Batter,Right hand Bat,
Kaushalya Gajasinghe,Sri Lanka,Allrounder,Left hand Bat,Right arm Offbreak
Kaushini Nuthyangana,Sri Lanka,Middle order Batter,Right hand Bat,
Kavem Hodge,West Indies,Allrounder,Right hand Bat,Slow Left arm Orthodox
Kavindu Nadeeshan,Sri Lanka,Allrounder,Right hand Bat,Legbreak
Kavisha Dilhari,Sri Lanka,Batting Allrounder,Right hand Bat,Right arm Offbreak
Kaylum Boshier,New Zealand,Allrounder,Right hand Bat,Right arm Medium
Kaysia Schultz,West Indies,Bowler,Right hand Bat,Slow Left arm Orthodox
Keacy Carty,West Indies,Batter,Right hand Bat,Right arm Medium
Keagan Simmons,West Indies,Opening Batter,Left hand Bat,
Keaton Jennings,England,Opening Batter,Left hand Bat,Right arm Medium fast
Kedar Jadhav,India,Batting Allrounder,Right hand Bat,Right arm Offbreak
Keegan Meth,Zimbabwe,Allrounder,Right hand Bat,Right arm Medium fast
Keegan Petersen,South Africa,Top order Batter,Right hand Bat,Legbreak
Keemo Paul,West Indies,Allrounder,Right hand Bat,Right arm Fast medium
Keerthi Ranasinghe,Sri Lanka,Allrounder,Left hand Bat,Right arm Medium
Keith Arthurton,West Indies,Batter,Left hand Bat,Slow Left arm Orthodox
Keith Boyce,West Indies,Allrounder,Right hand Bat,Right arm Fast medium
Keith Dabengwa,Zimbabwe,Allrounder,Left hand Bat,Slow Left arm Orthodox
Keith Fletcher,England,Top order Batter,Right hand Bat,Legbreak
Keith Stackpole,Australia,Middle order Batter,Right hand Bat,Legbreak
Kelis Ndhlovu,Zimbabwe,Allrounder,Left hand Bat,"Slow Left arm Orthodox, Slow Left arm Orthodox"
Kemar Roach,West Indies,Bowler,Right hand Bat,Right arm Fast medium
Ken Barrington,England,Middle order Batter,Right hand Bat,Legbreak
Ken Mackay,Australia,Allrounder,Left hand Bat,Right arm Medium
Ken Rutherford,New Zealand,Top order Batter,Right hand Bat,Right arm Medium
Ken Wadsworth,New Zealand,Wicketkeeper Batter,Right hand Bat,
Kenan Smith,South Africa,Middle order Batter,Right hand Bat,Right arm Offbreak
Kenny Benjamin,West Indies,Bowler,Right hand Bat,Right arm Fast
Kenny Carroll,Ireland,Batter,Right hand Bat,Legbreak
Kenroy Martin,West Indies,Allrounder,Left hand Bat,Right arm Medium
Kenroy Peters,West Indies,Batter,Right hand Bat,Left arm Medium
Keon Harding,West Indies,Bowler,Right hand Bat,Right arm Fast medium
Kepler Wessels,Australia,Opening Batter,Left hand Bat,
Kerry Jeremy,West Indies,Bowler,Right hand Bat,Right arm Fast medium
Keshav Maharaj,South Africa,Bowler,Right hand Bat,Slow Left arm Orthodox
Kesrick Williams,West Indies,Bowler,Right hand Bat,Right arm Fast medium
Kevin Curran,Zimbabwe,Bowler,Right hand Bat,Right arm Fast medium
Kevin Innes,England,Bowling Allrounder,Right hand Bat,Right arm Medium
Kevin Kasuza,Zimbabwe,Opening Batter,Right hand Bat,Right arm Offbreak
Kevin Koththigoda,Sri Lanka,Bowling Allrounder,Left hand Bat,Legbreak
Kevin O'Brien,Ireland,Batting Allrounder,Right hand Bat,Right arm Medium fast
Kevin Pietersen,England,Top order Batter,Right hand Bat,Right arm Offbreak
Kevin Sinclair,West Indies,Bowler,Right hand Bat,Right arm Offbreak
Kevlon Anderson,West Indies,Top order Batter,Right hand Bat,Right arm Fast medium
